term_id,term,baseline_cluster_id,method,evidence
term_20ca9ef9e116900d5e88,Mean consumption expenditure per household and per adult equivalent,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e10167245fc767be14f4,Meat (total production),cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_aeaee419e62acf4048d5,Meat production,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_dda222aaf1cad0d16ff4,Meat production - ENP-East countries,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_08f3dd440b4f4e4ac60d,Meat production - ENP-South countries,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f7373141e70e62bc181d,Median age of residents by sex and country of birth,cluster_e49bc44f26c0,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_126f1c47aefcedb88cc8,Median relative income of elderly people,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1847b10ff62e7ccf2fbb,Median relative income of elderly people (60+),cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_074ac00adbe5f73a2af1,Median relative income of elderly people (60+) - EU-SILC survey,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_aae6ecbce1ea4c04530e,Median relative income of elderly people - EU-SILC survey,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_751662a2365b33aba273,Median saving rate by income quintile,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6d3a4e9e00dfe2d6b031,Median saving rate by income quintile - experimental statistics,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b61bf04e7a77cfdc39a0,"Modal split of air, sea and freight transport",cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c3cd9054646b135d0b4e,"Modal split of air, sea and passenger transport",cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c81d6ee622d33c0e63b4,Modal split of freight transport,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8c5599186ab207fa39cc,National expenditure on environmental protection,cluster_2aeba3fc16ae,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f32b7749e3c9ff7974e4,National passenger road transport performance by type of vehicles registered in the,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5c1b156bf1e3cc20b804,"Net external debt - annual data, % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cd3886f7e671857294d0,"Net external debt - quarterly data, % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4b419433504b08218669,"Net international investment position - quarterly data, % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5aa8c2375b016a280a45,Net international investment position excluding non-defaultable instruments - % of GDP,cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_06536802769bc978a649,Net trade balance of energy products - % of GDP,cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5cb1785dd3f1be3b9d22,"Non-financial corporations debt, consolidated - % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e5122b2bba66f017eaa9,number and load capacity of goods transport wagons,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_975f92a4a6ba860bd35f,Number of accidents at work by NACE Rev. 1.1 activity and employment status,cluster_f7c5001b3c2d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_44182a54b9802a05ffb2,Number of enterprises carrying out cross trade by employment size class,cluster_c7c1d69c4acd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9560cd093859db0ca542,Number of enterprises carrying out cross trade by reasons for cross trade and employment size class,cluster_c7c1d69c4acd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_abd74cab62a22713b235,Number of enterprises carrying out cross trade by type of cross trade and employment size class,cluster_c7c1d69c4acd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_41e0d6bfe368e5f58f50,"Oats and spring cereal mixtures by area, production and humidity",cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_95b23a0abc0cf6816c43,Official development assistance as share of gross national income,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e8a486be8d619db8be64,Olives by production,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ebddfd2ef3407d39c4e4,Organic production of animal products,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2254084cb5bd693de12c,Organic production of aquaculture products,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4b1fd1a7f6908d2872c0,Out-of-pocket expenditure on healthcare,cluster_2aeba3fc16ae,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0fcf4e988e3ce59aa8b1,Out-of-school rate by sex and age - as % of the population of the corresponding age,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d877db962664d4857680,"Out-of-school rate in population of lower secondary school age, by sex",cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_769a96867babeedc522b,"Out-of-school rate in population of upper secondary school age, by sex",cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_84c96995e5ca8437bcca,Output of the agricultural industry,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a1ccdeee056213c3adca,Output of the agricultural industry - basic and producer prices,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3992b935b7626c5f87e1,Outward FDI stocks in % of GDP,cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_34bb2d7daaad6b23269d,Overall employment growth,cluster_8cbdd0602d88,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_462c1513203af7c8e5e2,Overcrowding rate by age group - population without single-person households - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_63e72f5b64212ddf7e4f,Overcrowding rate by degree of urbanisation - total population,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_65b7a817742d84dc8b39,Overcrowding rate by poverty status - population without single-person households - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a26d81c3f985547c93b7,Overcrowding rate by sex - population without single-person households - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_26490cbba0bceff791ef,Overcrowding rate by tenure status - total population,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c959179fd99717013cd0,Part-time employment rate,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_47b9219432ba9fa33c1f,Participation in tourism for personal purposes - % of total population,cluster_c574624eef1e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cbe3f0c0c63df0d8189e,Passenger air transport over national territory (including territorial sea),cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9680b4f19d0a8245842f,Passenger air transport over national territory (including territorial sea) - million passenger-km,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ded4bcecdf6431047f86,"Passenger cars in accompanied passenger car railway transport, by type of transport",cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d4ee21213e40c0f9e7c5,Passenger road transport,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9c01f58c839e886cff89,Passenger road transport - ENP-East countries,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3016d8f4c9d8fbfa2d3f,Passengers (excluding cruise passengers) transported from/to the main ports,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8287815d3953999fafc9,Passengers (excluding cruise passengers) transported from/to the main ports quarterly data,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_54ab3a65984d82df4910,"Passengers in accompanied passenger car railway transport, by type of transport",cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_298c39b5e6c3879b2034,Passengers transported,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_60ede498db7097a1bd4c,Passengers transported by type of train speed,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2c38fafe65ca58d949f0,per 1000 of corresponding age population,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6c398553c4d684b6aba1,per 1000 of population aged 25-34,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a3677d8c6276e767b3fe,Persons employed in goods road transport enterprises by employment size classes,cluster_c7c1d69c4acd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_83071806be9a1b00d7c3,Persons employed in goods road transport enterprises by sex,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d231c73501a8c2085599,Persons having experienced housing difficulties in their lifetime by sex and group of country of birth,cluster_e49bc44f26c0,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_155f68a9d0bb78c1747e,Persons outside the labour force who receive a pension who would have wished to stay longer in employment,cluster_c319eca3855a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_109c7527c2782f5e5b6d,Persons owning real estate other than main residence by income quantile,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d2f14aff04e6b38ff1b0,Persons receiving benefits (other than old age benefits) by risk of poverty and work intensity of the household (population aged 18 to 64),cluster_a2e4cd40e034,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3fb4d8aaa9743e4baabd,"Persons with loans for purposes other than property, transport, education and daily living expenses by risk of poverty threshold",cluster_a2e4cd40e034,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_782651427b7030ca5928,Persons with loans for transport purposes by risk of poverty threshold,cluster_a2e4cd40e034,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ee85c78292b759908a3d,Pesticide sales by categorisation of active substances,cluster_b92bbebc9074,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3c74886439e5cd2fb286,Population (aged 20-24) who completed at least an upper secondary educational attainment level (ISCED level 3) by sex,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3499e3c7d17ee0abdf55,Population (aged 20-24) who completed at least an upper secondary educational attainment level (ISCED level 3) by sex - ENP-South countries,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_99b168fc5730e52ce37d,Population (aged 25 and over) by sex and educational attainment level,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_752a4d2a5b755187bcc4,Population (aged 25 and over) by sex and educational attainment level - ENP-South countries,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2c8c0c8c6ab4970569ba,Population (aged 30-34) who completed tertiary or equivalent education,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2bc18f78c89d4d2ce3fe,Population (aged 30-34) who completed tertiary or equivalent education - ENP-East countries,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c287e0ca5232e6163718,Population (aged 30-34) with tertiary educational attainment level by sex,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_de2c10dc4ca88dbd36ca,Population aged 15-74 in private households,cluster_58c47e3d47ef,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_00794e6316ee6533eb31,Population aged 15-74 in private households - LFS,cluster_58c47e3d47ef,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5e969fc9f5e1ef6cef7f,Population change,cluster_a03fe115e208,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1235dd822d5ad1200534,"Population change - crude rates of total change, natural change and net migration plus adjustment",cluster_a03fe115e208,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_66a7a8627044b4d0fc6a,Population connected to at least secondary wastewater treatment,cluster_9f754bbcabe2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cb772a85556d4c34b572,Population connected to public water supply - ENP-South countries,cluster_9f754bbcabe2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fc4c296a653c39b9033c,Population connected to wastewater collection and treatment systems,cluster_9f754bbcabe2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6918aaed3bab18229b10,Population connected to wastewater collection and treatment systems - ENP-South countries,cluster_9f754bbcabe2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1f0f520b54430bc6abe1,Population connected to Wastewater Treatment,cluster_9f754bbcabe2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3e0305cd108e456f71c5,Population density - ENP-South countries,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_02c811e71846f8f59a4b,Population density by metropolitan region,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9a39fc3791a919f5cdb9,"Population having neither a bath, nor a shower, nor indoor flushing toilet in their household by poverty status",cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_23202d38f263756ed950,Population in jobless private households,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_883b1192f0226fbe8107,Population in jobless private households - % of persons living in private households where no-one is employed,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_661ea0454236ae7c181b,"Population living in households considering that they suffer from noise, by poverty status",cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cbcda8ee4c84bb52bb07,Population on 1 January,cluster_4ad4cace8f43,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3a6aa3a21850433042bb,Population on 1 January by sex and by age group,cluster_4ad4cace8f43,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9dcd6774cc4d7d3e8b99,"Population reporting occurrence of crime, violence or vandalism in their area by poverty status",cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1fd8ee608312159f93ce,Population served by municipal waste,cluster_9f754bbcabe2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5e416bfcffb96e0462a3,Population served by municipal waste - ENP-South countries,cluster_9f754bbcabe2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_85f46a94adae83c65aa0,Population structure by detailed age group,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b792bbff52c871715296,Population structure by sex,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f34098c34128bcc75f40,Population unable to keep home adequately warm by poverty status,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4fca53cde49e472d8d3b,population without single-person households,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7657a3997e431eff5e36,Population without the citizenship of the,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d2e8926e165b563b2364,Premature deaths due to exposure to fine particulate matter (PM2.5),cluster_95df7df16168,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f3cf73148dd08f19dbab,Price and volume convergence between EU Member States,cluster_dddfcfe3c7b4,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d2ef954d82d5a2aa301b,Price indices of agricultural input/output at nominal value (= 100),cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_40b19f5a21b3b4e61deb,Price level indices,cluster_b2b3f012d4f5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0dd5c6463b1a707e0a9f,Prices (annual series),cluster_d80ae2c2c145,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a4b4dfa6de5345c78a4d,Primary energy production,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b4a2b5282e4bc860b99b,Prison population,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4b9ed4e5dbc24137e6e3,"Private sector credit flow, consolidated - % GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_20f0568d3084e3c66191,"Private sector credit flow: debt securities by sectors, consolidated - % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9987e242ef89d7650d4c,"Private sector credit flow: debt securities by sectors, non-consolidated - % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cd7a39a0bc9ab7d16394,"Private sector credit flow: loans by sectors, consolidated - % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2e754403a3df9923c2b5,"Private sector credit flow: loans by sectors, non-consolidated - % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5842369333bd62a04195,"Private sector debt, consolidated - % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ad9dc9a5708b94af4fb0,"Private sector debt: debt securities by sectors, non-consolidated - % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d43e9eb1d7802e118e16,"Private sector debt: debt securities, by sectors, consolidated - % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e3cfbb83163ba40271ed,"Private sector debt: loans, by sectors, consolidated - % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1718a2844b38ef2cb8e6,"Private sector debt: loans, by sectors, non-consolidated - % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8dcaba990735ba9a2b8d,"Producer price indices, animals and animal products",cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f28e10cdf7f618065874,"Producer price indices, crop products",cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9bcd4b391a70ebb8d94e,"Producer price indices, total agricultural production",cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_bc836f9457aaa2352e2c,Production and consumption of chemicals by hazard class,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8e72fee385baec40ba64,Production forecasts for pigs,cluster_52d12036582f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1f425fe6b2c44195e8c6,Production forecasts for pigs - quarterly data,cluster_52d12036582f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f25b3958d6da1017e631,Production in construction,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6065d4f8545e2fd54fdf,Production in industry,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_36a72c577c29ed8a435e,Production in industry - capital goods,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b7a69d80e0c95946c178,Production in industry - consumer durables,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_57dbe832a6b7457178ca,Production in industry - consumer non-durables,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_04279f6a3fcd4e3a01d3,Production in industry - energy,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e454da1bd3a645c5546e,Production in industry - intermediate goods,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_675346f52e1bfda71a21,Production in industry - manufacturing,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_84eeb94c45bbd41c0060,Production in industry - total (excluding construction),cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_132fa562e61d24fc668c,Production of bovine meat in slaughterhouses,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ce41243bf53e1fe41ce1,Production of butter,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d97417c7bb4f4f99740f,Production of cheese,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b90c6d0271ff608c3091,Production of eggs for consumption and number of laying hens,cluster_5905555b7ace,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4eb46767e3553546663a,Production of milk on farms,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_db8a280dd7686a2ac1f5,Production of milk powder,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9454b887f1867f090bca,Production of pigmeat in slaughterhouses,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3a115ac194876f2b07de,Production of poultry meat in slaughterhouses,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_226172b7f9c30b7a429a,Production of sheepmeat and goat meat in slaughterhouses,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_30044f68d1cf70550729,"Production, value added and employment by industry groups in the environmental goods and services sector",cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5022e34de5091385c309,Proportion of population aged 65 and over,cluster_9fa9784197d1,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_90d064a0e3555d070ed8,Public expenditure on education - ENP-East countries,cluster_2aeba3fc16ae,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_136f56a98d371355cdb3,Public expenditure on education - ENP-South countries,cluster_2aeba3fc16ae,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9a6b6617fb90a759d2c1,"Pupils aged 3 years old, by sex - as % of the population of the corresponding age group",cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b35b80b9bb3da89a8d77,"Pupils aged 4 years old, by sex - as % of the population of the corresponding age group",cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c87cc3e6907e2d7127e0,Pupils and students in education aged 30 and over - per 1000 of corresponding age population,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c32b9badb0ba4710ff3e,Pupils from age 0 to the starting age of compulsory education at primary level by sex - % of the population of the corresponding age,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a59522b13eee62d49daf,Pupils from age 3 to the starting age of compulsory education at primary level by NUTS 2 region - % of the population of the corresponding age,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_00f0c8f9cf02f648a6af,Pupils from age 3 to the starting age of compulsory education at primary level by sex - % of the population of the corresponding age,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f9d50b4dda831c318c4f,Pupils from age 4 to the starting age of compulsory education at primary level by NUTS 2 region - % of the population of the corresponding age,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0972dcd431ad96904bc3,"Pupils from age 4 to the starting age of compulsory education at primary level, by sex - as % of the population of the corresponding age group",cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_56b4c088a0be47482038,Pupils from age 5 to the starting age of compulsory education at primary level by sex - % of the population of the corresponding age,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_15bfeaad968154afb48f,Pupils under the age of 3 by sex - as % of the population of the corresponding age,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_962f61904b6619372cea,"Purchase price indices, total means of agricultural production",cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0d4c9ed65da1702cede8,Purchasing power adjusted GDP per capita,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_957fdeb7beb70d12bd2e,"quarterly data, % of GDP",cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_46734978017f544624fb,Rail accidents involving the transport of dangerous goods,cluster_f7c5001b3c2d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e97dc4d33c64b5e32ec4,Rail equipment: number and load capacity of goods transport wagons,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d2e98712668aabb3a0dd,Rail transport of passengers,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d6d506c422eb73f7712b,Railway transport vans,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3767f7ef54c6688a174c,"Ratio of annual expenditure per student at the tertiary level and primary level of education, in public educational institutions",cluster_2aeba3fc16ae,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
