term_id,term,baseline_cluster_id,method,evidence
term_8a3a0955f29d1030ccaf,Income in real terms (SILC=100,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_28e6144223bf5a76d0ee,Income in real terms (SILC=100),cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_21aa5d41bf77822df3dc,Income inequality,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f90409a66de1a8517d8b,Income inequality for,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2d3fc55aaad2d2df41d5,Income inequality for older,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d1255f52cdca607165d0,Income inequality for older people,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_89a137277adb46311e44,Income inequality for older people - EU-SILC,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_55eb5e8e6a2e6b24d8d3,Income inequality for older people - EU-SILC survey,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3094ab4270b4a3804a33,income per month,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d1c48438048edf5ffda4,income quintile,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3f673b5cdf0568611d5f,Income quintile share,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_424f3fc4b4d3ae3e9054,Income quintile share ratio (S80/S20,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b8c42933ccdbc31264a9,Income quintile share ratio (S80/S20) by,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_dbffea080c0d5fdff163,Income quintile share ratio (S80/S20) by sex,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5d312d9399e448f96b94,Income quintile share ratio - S80/S20,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_999d0681b385a82f9583,Income quintile share ratio - S80/S20 - ENP-East,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9d5a4b6bdd9d740a605a,Income quintile share ratio - S80/S20 - ENP-East countries,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b120dc07f8c4d5098ff4,Income quintile share ratio - S80/S20 - ENP-South,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6d86dd447f76de1a4400,Income quintile share ratio - S80/S20 - ENP-South countries,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ee0fd303d4b2abd55408,Income quintile share ratio S80/S20,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f9a99065ce61b98a2776,Income quintile share ratio S80/S20 by,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_003956d623284ebf7cdc,Income quintile share ratio S80/S20 by NUTS,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_340305a3638888f523c2,Income quintile share ratio S80/S20 by NUTS 2,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5714bc6f1087bc9fb5f0,Income quintile share ratio S80/S20 by NUTS 2 region,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2ca60a1a2c078f5af88f,income ratio,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8c54ab9943252bf2328f,income ratio (60,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e78ead5ff9462035b29a,Income share,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a4fd090cec8e1020e100,Income share of,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_61d6578307d72eef8ba1,Income share of the,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e7738569d0e405e84e86,Income share of the bottom,cluster_32528f9d8077,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_11c74f006fe356ed37d5,Income share of the bottom 40,cluster_32528f9d8077,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ef26c5c94e372f2e66d8,Income share of the bottom 40 % of,cluster_32528f9d8077,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c48afc510ae312d8c715,Income share of the bottom 40 % of the,cluster_32528f9d8077,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_25037dcefaa4c67fcebb,Income share of the bottom 40 % of the population,cluster_32528f9d8077,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e6e37ad89105ff93c297,Indicator A of the income,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c1b8746b7d1dab732689,Indicator A of the income from,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6c431b96f09ee33e0935,Indicator A of the income from agricultural,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9ada14c39440e5583682,Indicator A of the income from agricultural activity,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c8a8180188495f72bff2,"indices, total agricultural production",cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6546427389295c837822,Industrial and construction production,cluster_33ddf438eacf,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8122ee4400ee91589341,Industrial and construction production volume,cluster_33ddf438eacf,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_86c6296d5245a05d0ec6,Industrial and construction production volume index,cluster_33ddf438eacf,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c220751eda73e9feb911,Industrial and construction production volume index - calendar,cluster_33ddf438eacf,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_17ee8a4c71e8ddaa17f3,Industrial and construction production volume index - calendar adjusted,cluster_33ddf438eacf,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_324b9884a59c48c27271,Industrial and construction production volume index - calendar adjusted - ENP-East countries,cluster_33ddf438eacf,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8fdc4658af12af23dd1f,industrial production,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b32a1d1288f14e758930,industrial production price,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_135dd5131abacbc1444b,industrial production price index,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1989d2c0f665f5cacedb,industrial production price index - ENP-East,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_51b72510af502fcc11d8,industrial production price index - ENP-East countries,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5c03e71ea3e0055cbbbf,industry - basic and producer prices,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d233d62b2b7b05652fe0,Inequality of income,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2c25b69586af0b1cf099,Inequality of income distribution S80/S20,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a569a61e8eec5207c552,Inequality of income distribution S80/S20 income,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_454fc37cea214ee0e931,Inequality of income distribution S80/S20 income quintile,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f0a7582e31ed73212293,Inequality of income distribution S80/S20 income quintile share,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6e3300b3b76ec6fc07b9,Inequality of income distribution S80/S20 income quintile share ratio,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_720ba7a9b58779717a67,Inequality of income distribution S80/S20 income quintile share ratio - EU-SILC and ECHP surveys,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d967450f11473362fed1,influenza of population,cluster_9f754bbcabe2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_732cc6cd783d4b68d0c4,influenza of population aged,cluster_9f754bbcabe2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_37ab07c20a8d38097e9e,inhabitant at constant prices,cluster_f7c5001b3c2d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c03a52cc2ba7c4bc07ff,institutions - as % of total or current expenditure,cluster_f7c5001b3c2d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2719cc6e4a6d8d27c29f,instruments - % of GDP,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_73ea45b2dc4757620c42,intensity by degree of urbanisation (population,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6ca530e901f9e00a8fa4,intensity by degree of urbanisation (population aged,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_136a3057ce93ecdc5363,intensity by degree of urbanisation (population aged 0,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_45595b75cb639976a8ce,intensity by NUTS 2 region (population,cluster_95df7df16168,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_212219955a71e975728b,intensity by NUTS 2 region (population aged,cluster_95df7df16168,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cf163f1af84838e140a0,intensity by NUTS 2 region (population aged 0,cluster_95df7df16168,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9ebdea1799457a0cf45f,intensity of the household (population,cluster_a03fe115e208,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8d240473f88066720e67,intensity of the household (population aged,cluster_a03fe115e208,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cf087b591d57aba704d9,intensity of the household (population aged 18,cluster_a03fe115e208,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5e935115f03d60038257,intensity of the household (population aged 18 to,cluster_a03fe115e208,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_82b7fe67bbdc1c16a580,intensity of the households with income,cluster_a03fe115e208,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_298537bd938ecb957c81,intensity of the households with income from,cluster_a03fe115e208,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_38ba2358660daf911510,intensity of the households with income from benefits,cluster_a03fe115e208,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ade8b78e836c892cb5da,Interests receivable and similar income,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0ea8ae5097c20c552985,Interests receivable and similar income by,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e9a99632a5e342b4b239,Interests receivable and similar income by product,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6fb3170f0776386278f9,"international investment position - quarterly data, % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a1db663747f4e485ac74,international investment position excluding non-defaultable instruments - % of GDP,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_18e4be30cbe2563cec14,International trade as a share of GDP,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1c8ae8b58738ff04da05,"intimate partner, by country of birth",cluster_8cbdd0602d88,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_39539252ead85e587ef0,Intra-mural Business Enterprise R&D Expenditures,cluster_ad295f715ee2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_64e2f7250779e6a76397,Intra-mural Business Enterprise R&D Expenditures in,cluster_ad295f715ee2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c164dece8022b8148716,Intra-mural Business Enterprise R&D Expenditures in Foreign,cluster_ad295f715ee2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3ea65693dfee62b7d7d9,Intra-mural Business Enterprise R&D Expenditures in Foreign Controlled Enterprises,cluster_ad295f715ee2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_39bc8890b81078c7e9a7,"investment liabilities (flows) - annual data, % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0f461a7df04be2036411,"investment liabilities (stocks) - annual data, % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_375a4364cac49233813d,"investment position - quarterly data, % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d4df0c98cf34ae847ab7,investment position excluding non-defaultable instruments - % of GDP,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a9cdb76e69a39594441c,Investment share of GDP,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_db58b19d2f4974e3b82f,Investment share of GDP by,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ae3717017e25f07225d8,Investment share of GDP by institutional,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_71e8da9a79f9decbfde7,Investment share of GDP by institutional sectors,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_07c88bf3aece412e87e2,Involuntary temporary employment,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5de95c935e54b28c5aa1,Inward FDI stocks in % of GDP,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_91d027ea4d5deef0a2ef,Labour productivity in GDP,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4c4c02486b5237af63f9,Labour productivity in GDP (constant,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6670ea3deb987bd67d5e,Labour productivity in GDP (constant prices,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_49340c17d6ed99c42089,Labour productivity in GDP (constant prices) per,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e18dfe0b7f2acc56925f,Labour productivity in GDP (constant prices) per person,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ce67cd86ecfdda211083,Labour productivity in GDP (constant prices) per person employed,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f17f855c2456eeb7b95d,Labour productivity in GDP (constant prices) per person employed - ENP-East countries,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_46c78c45f8f9496604a8,land prices,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_eefc544c1138ec1c359a,land prices by,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ab473b13355f9e3e144c,land prices by region,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5a109a7d2dd0afa3eeac,land prices by region - historical,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a99577c4be946999fa9b,land prices by region - historical data,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fb5f3a2682404537cd2f,land renting prices,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_27d33e6fbefbfd07eac8,land renting prices for,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e4cf441e798a39e33841,land renting prices for one,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_34206dc0047537f68c99,land renting prices for one year,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f9345f546529699959d9,land renting prices for one year by,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b82a2b5444f606c2ea54,land renting prices for one year by region,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_412b7ab9083db9e82b94,last month) by price,cluster_d80ae2c2c145,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2be331f06d9a68d31f3a,last month) by share of platform income,cluster_d80ae2c2c145,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_517c053e94763166b211,last month) by share of platform income in,cluster_d80ae2c2c145,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9aec9416f35680f516f6,Laying hens population,cluster_cf52a814fe5f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_29b6574b44db73a56e63,Laying hens population - annual,cluster_cf52a814fe5f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d186ea2cd1615cb2621c,Laying hens population - annual data,cluster_cf52a814fe5f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8b64f87e5bd4b34aaf86,level - as % of total public expenditure,cluster_f7c5001b3c2d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_180584c6af18cd2408fd,level by NUTS 2 region - % of the population,cluster_95df7df16168,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0502a6d764eb382c65e2,level by sex - % of the population,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_21226a125734525ad107,level by sex - % of the population of,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4866ae275dcc212bf3d9,level by sex - % of the population of the,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4b6b246102c01107fda7,"level, by sex - as % of the population",cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_aff36d45063e0d1c4a3a,"level, by sex - as % of the population of",cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_43bc1c770b4cf3471328,"liabilities (flows) - annual data, % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1676ec2bb4f45ab1d950,"liabilities (stocks) - annual data, % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_58a65e37a4e44ab613c4,Life expectancy at birth by,cluster_8cbdd0602d88,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6e664d7a7b8f893c6a3d,Life expectancy at birth by sex - ENP-South,cluster_8cbdd0602d88,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f6876eaedf46f3589cd0,Life expectancy at birth by sex - ENP-South countries,cluster_8cbdd0602d88,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_96f5f41468dd8eec5bcf,life years at birth,cluster_8cbdd0602d88,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_90a65b60d49376a915ec,life years at birth by,cluster_8cbdd0602d88,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3a01a79693b01b007690,life years at birth by sex,cluster_8cbdd0602d88,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e93678a4925dbb2d0e97,Live births and,cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a337bff5527dfc3c9713,Live births and crude,cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_998170f54632c362f369,Live births and crude birth,cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ae811119ae4287ceef98,Live births and crude birth rate,cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_47ead53796b0ad6f4802,Loans (excluding mortgages on purchase of main residence) by income quintile,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3f02d25a9624d598916d,"loans by sectors, consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6a2efc95f21d6f25d22c,"loans by sectors, non-consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d40869f01637c1c11956,"loans, by sectors, consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d719a8152a5e0534ba98,"loans, by sectors, non-consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5512aed5f8ceee261261,Long-term unemployment rate,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_77b20c66fbdcd209c5c4,Long-term unemployment rate by,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d3e9231fa5288ba36887,Long-term unemployment rate by sex,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4e12c1c623a28c7a0a4f,"Long-term unemployment rate, % of",cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6eda086219680f307428,"Long-term unemployment rate, % of active",cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0170dacd2a1bc670ce2e,"Long-term unemployment rate, % of active population",cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5ad08c5e3dbee119bcc0,"Long-term unemployment rate, % of active population aged",cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8bb310c92f161e04aeb0,"Long-term unemployment rate, % of active population aged 15-74",cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f87577266e188ac56aa9,long-term unemployment rates,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_bf55aa28b3d193dbf475,Long-term unemployment rates by,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6273fd9149de8fb6704b,Long-term unemployment rates by sex,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0fc206cf39067f4cf3b8,Long-term unemployment rates by sex - ENP-East,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_06310cc3ee57698adc4b,Long-term unemployment rates by sex - ENP-East countries,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a06c27cf3ca8e71de7f5,longer in employment,cluster_2aeba3fc16ae,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_90445505cc2998032e3c,low work intensity by degree of urbanisation (population,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e4ccbbfe8b2db26a1eb4,low work intensity by NUTS 2 region (population,cluster_95df7df16168,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_57896bda73fe719211f7,Low-wage earners as a proportion of all employees (excluding apprentices) by employment contract,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6c058c5ecc85fa44defe,main residence by income,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3477b725f64eeda69832,main residence by income quantile,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9c855fa9ff210d56668c,main residence) by income,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6ea423faaa555f4cd6c2,main residence) by income quintile,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8363a2d5e57272fba3ab,"maize and corn-cob-mix by area, production",cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2f395eaf17d8678e82cd,"maize and corn-cob-mix by area, production and",cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6066c4745e05b00ef3bd,"maize and corn-cob-mix by area, production and humidity",cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6dc068cd8893888502f2,"maize by area, production",cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3434dd81973edbbf7360,"maize by area, production and",cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c58f4d48c9a23d3b6451,"maize by area, production and humidity",cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5248b5345b4ee2ed3542,major mineral wastes per GDP,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0be44b79a4b36b76774f,major mineral wastes per GDP unit,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
